HITId,Expiration,AssignmentId,WorkerId,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.img1,Input.img2,Input.img3,Input.img4,Input.img5,Input.img6,Input.img7,Input.img8,Input.img9,Input.img10,Input.img11,Input.img12,Input.sentence,Answer.Prolific,Answer.sent,Answer.trust,Answer.trust2,Answer.trust3,Answer.trust4,Answer.trust5,Answer.trust6,Answer.trust7,Answer.trust8,Answer.trust9,Answer.trust10,Answer.trust11,Answer.trust12
3GS542CVJVN7EEUH1X90FAW8YSJ59F,Sat Jun 19 11:04:10 PDT 2021,33FOTY3KEMLDAEYV2WMH3UGQP69C1G,A3FPBLKQZ3U2WP,Sat Jun 12 11:37:41 PDT 2021,Sat Jun 12 12:06:03 PDT 2021,Tue Jun 15 12:06:03 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,1702,100% (26/26),100% (26/26),100% (26/26),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MG-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,The traffic light turned green,A3FPBLKQZ3U2WP,green,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
3GS542CVJVN7EEUH1X90FAW8YSJ59F,Sat Jun 19 11:04:10 PDT 2021,3JWH6J9I9SDXEGDETJOKPHNBAMJNBX,A1YSYI926BBOHW,Sat Jun 12 11:20:05 PDT 2021,Sat Jun 12 11:32:14 PDT 2021,Tue Jun 15 11:32:14 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,729,100% (133/133),100% (94/94),100% (94/94),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MG-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,The traffic light turned green,A1YSYI926BBOHW,green,yes,yes,no,yes,no,no,no,no,no,no,no,no
3GS542CVJVN7EEUH1X90FAW8YSJ59F,Sat Jun 19 11:04:10 PDT 2021,3VJ40NV2QINFSN77UKFI40T263WOTB,A2CK0OXMPOR9LE,Sat Jun 12 11:39:22 PDT 2021,Sat Jun 12 12:07:11 PDT 2021,Tue Jun 15 12:07:11 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,1669,100% (96/96),100% (57/57),100% (57/57),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MG-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,The traffic light turned green,A2CK0OXMPOR9LE,green,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no
3GS542CVJVN7EEUH1X90FAW8YSJ59F,Sat Jun 19 11:04:10 PDT 2021,3WMINLGALB3942BVYFFAEV9TT0RCAG,A2QI7E49C9VLQ7,Sat Jun 12 11:35:16 PDT 2021,Sat Jun 12 11:40:25 PDT 2021,Tue Jun 15 11:40:25 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,309,100% (20/20),100% (20/20),100% (20/20),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MG-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,The traffic light turned green,A2QI7E49C9VLQ7,green,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no
3GS542CVJVN7EEUH1X90FAW8YSJ59F,Sat Jun 19 11:04:10 PDT 2021,3YWRV122CSZR78ZGN8GWCAP4ABKU8O,A132VX9ZVX4CXI,Sat Jun 12 11:04:41 PDT 2021,Sat Jun 12 11:08:57 PDT 2021,Tue Jun 15 11:08:57 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,256,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd02-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MG-dd12-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,The traffic light turned green,A132VX9ZVX4CXI,green,yes,yes,no,skip,yes,yes,no,skip,yes,yes,no,no
3CVDZS288H0ENV60WIQE68T5NL4FM7,Sat Jun 19 11:04:07 PDT 2021,39GXDJN2OTERKNOGSYQ18WRNOJ5V8S,AD94YUQE36ZOD,Sat Jun 12 11:31:24 PDT 2021,Sat Jun 12 11:32:02 PDT 2021,Tue Jun 15 11:32:02 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,38,100% (22/22),100% (22/22),100% (22/22),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,On holiday I saw a blue fish,AD94YUQE36ZOD,blue,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes
3CVDZS288H0ENV60WIQE68T5NL4FM7,Sat Jun 19 11:04:07 PDT 2021,3EFVCAY5L39ITSOMB9CI58GTTWZJ8W,A3D0AZ1DV397L0,Sat Jun 12 11:32:29 PDT 2021,Sat Jun 12 11:50:52 PDT 2021,Tue Jun 15 11:50:52 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,1103,100% (36/36),100% (36/36),100% (36/36),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,On holiday I saw a blue fish,A3D0AZ1DV397L0,blue,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3CVDZS288H0ENV60WIQE68T5NL4FM7,Sat Jun 19 11:04:07 PDT 2021,3FDJT1UU748UHUB2VW5RU36F6VU5KB,A3793VLP22D3L0,Sat Jun 12 11:23:56 PDT 2021,Sat Jun 12 11:44:52 PDT 2021,Tue Jun 15 11:44:52 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,1256,100% (50/50),100% (50/50),100% (50/50),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,On holiday I saw a blue fish,A3793VLP22D3L0,blue,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes
3CVDZS288H0ENV60WIQE68T5NL4FM7,Sat Jun 19 11:04:07 PDT 2021,3RSDURM96AMPXITCACZL75R3H2UYEQ,A20DUVEOH6A7KW,Sat Jun 12 11:06:20 PDT 2021,Sat Jun 12 11:15:57 PDT 2021,Tue Jun 15 11:15:57 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,577,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,On holiday I saw a blue fish,COPIEDA20DUVEOH6A7KW,blue,yes,no,no,skip,no,yes,no,yes,yes,yes,yes,no
3CVDZS288H0ENV60WIQE68T5NL4FM7,Sat Jun 19 11:04:07 PDT 2021,3X87C8JFV6BHYZ78KX2WJ0SGJLPSQN,A22X4H4XWMRFG7,Sat Jun 12 11:13:46 PDT 2021,Sat Jun 12 11:30:27 PDT 2021,Tue Jun 15 11:30:27 PDT 2021,Sun Jun 13 04:13:17 PDT 2021,,,1001,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-MB-dd06-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PD-CL-dd06-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MB-dd12-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0.png,https://raw.githubusercontent.com/data-stories/chart-experiment/refactoring/selected-charts-resized/PP-CL-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0.png,On holiday I saw a blue fish,A22X4H4XWMRFG7,blue,no,no,no,no,no,no,no,no,no,no,no,no
